# time(ISO) elevation(m) distance(km) velocity(km/h)
2015-03-20T09:48:59 2118.320000 7.646857 17.601777
2015-03-20T09:49:01 2111.790000 7.661312 26.019941
2015-03-20T09:49:03 2105.500000 7.674412 23.580644
2015-03-20T09:49:05 2100.120000 7.689205 26.625995
2015-03-20T09:49:06 2096.770000 7.697964 31.534615
2015-03-20T09:49:07 2092.930000 7.708070 36.381130
2015-03-20T09:49:09 2088.010000 7.726708 33.548626
2015-03-20T09:49:11 2085.380000 7.738833 21.825192
2015-03-20T09:49:13 2082.800000 7.751108 22.094107
2015-03-20T09:49:16 2076.830000 7.774809 28.441716
2015-03-20T09:49:19 2069.080000 7.805949 37.367136
2015-03-20T09:49:21 2063.420000 7.830441 44.087138
2015-03-20T09:49:22 2060.610000 7.844707 51.357532
2015-03-20T09:49:25 2052.640000 7.875049 36.410238
2015-03-20T09:49:27 2047.780000 7.896862 39.263178
2015-03-20T09:49:30 2044.150000 7.922219 30.427763
2015-03-20T09:49:33 2044.380000 7.936043 16.589036
2015-03-20T09:49:42 2044.040000 7.960484 9.776366
2015-03-20T09:49:51 2042.170000 7.994740 13.702595
2015-03-20T09:49:53 2042.990000 7.996940 3.959764
2015-03-20T09:50:11 2043.840000 8.022564 5.124679
2015-03-20T09:50:12 2043.660000 8.025779 11.576421
2015-03-20T09:50:14 2043.150000 8.034730 16.112261
2015-03-20T09:50:18 2041.600000 8.056204 19.326077
2015-03-20T09:50:20 2040.690000 8.067233 19.852205
2015-03-20T09:50:25 2036.550000 8.101938 24.987843
2015-03-20T09:50:27 2035.230000 8.114501 22.613762
2015-03-20T09:50:32 2036.650000 8.127938 9.674436
2015-03-20T09:50:42 2034.920000 8.162082 12.291716
2015-03-20T09:50:55 2035.000000 8.164074 0.551768
2015-03-20T09:51:10 2034.590000 8.165495 0.340876
2015-03-20T09:51:13 2031.020000 8.183799 21.965515
2015-03-20T09:51:15 2027.830000 8.196630 23.096282
2015-03-20T09:51:17 2024.590000 8.213804 30.912524
2015-03-20T09:51:21 2021.220000 8.238838 22.530672
2015-03-20T09:51:29 2018.290000 8.254283 6.950387
2015-03-20T09:51:35 2018.080000 8.257683 2.039890
2015-03-20T09:51:39 2013.030000 8.268942 10.132870
2015-03-20T09:51:42 2005.960000 8.283560 17.541843
2015-03-20T09:51:43 2002.710000 8.289110 19.980734
2015-03-20T09:51:44 1999.630000 8.295960 24.657811
2015-03-20T09:51:45 1995.650000 8.302327 22.920511
2015-03-20T09:51:47 1987.810000 8.317197 26.766156
2015-03-20T09:51:49 1980.190000 8.338097 37.619768
2015-03-20T09:51:51 1970.860000 8.362883 44.616287
2015-03-20T09:51:53 1967.940000 8.389210 47.388102
2015-03-20T09:51:55 1966.000000 8.417846 51.544110
2015-03-20T09:51:57 1963.450000 8.441688 42.916641
2015-03-20T09:52:01 1963.630000 8.462947 19.132560
2015-03-20T09:52:08 1964.470000 8.486559 12.143270
2015-03-20T09:52:12 1964.610000 8.488790 2.008078
2015-03-20T09:52:30 1966.880000 8.497313 1.704676
2015-03-20T09:52:44 1968.470000 8.506702 2.414332
2015-03-20T09:52:49 1967.090000 8.516870 7.320674
2015-03-20T09:53:02 1966.290000 8.521725 1.344364
2015-03-20T09:53:04 1966.500000 8.524316 4.664018
2015-03-20T09:53:09 1962.920000 8.548496 17.409880
2015-03-20T09:53:12 1961.340000 8.563773 18.332613
2015-03-20T09:53:22 1961.010000 8.580581 6.050640
2015-03-20T09:53:35 1960.770000 8.583422 0.786948
2015-03-20T09:53:44 1960.650000 8.585784 0.944735
2015-03-20T09:53:47 1955.960000 8.598050 14.718444
2015-03-20T09:53:49 1952.400000 8.606143 14.567545
2015-03-20T09:53:51 1947.130000 8.611236 9.168185
2015-03-20T09:53:52 1943.840000 8.618800 27.229844
2015-03-20T09:53:54 1939.030000 8.634301 27.901395
2015-03-20T09:53:56 1936.830000 8.647584 23.909191
2015-03-20T09:54:01 1932.950000 8.676139 20.559981
2015-03-20T09:54:08 1931.540000 8.711001 17.929049
2015-03-20T09:54:17 1930.590000 8.718476 2.990105
2015-03-20T09:54:27 1930.200000 8.723395 1.770872
2015-03-20T09:54:32 1925.570000 8.733174 7.040337
2015-03-20T09:54:34 1924.840000 8.734924 3.150520
2015-03-20T09:54:57 1924.710000 8.739771 0.758609
2015-03-20T09:55:01 1921.200000 8.762767 20.696490
2015-03-20T09:55:08 1916.440000 8.794258 16.195389
2015-03-20T09:55:09 1915.440000 8.799910 20.346851
2015-03-20T09:55:11 1912.840000 8.813347 24.186823
2015-03-20T09:55:18 1909.510000 8.847992 17.817692
2015-03-20T09:55:22 1907.210000 8.866955 17.066145
2015-03-20T09:55:27 1904.930000 8.886500 14.072516
2015-03-20T09:55:30 1903.440000 8.901356 17.827836
2015-03-20T09:55:38 1899.750000 8.943266 18.859486
2015-03-20T09:55:39 1899.090000 8.949796 23.507407
2015-03-20T09:55:46 1895.270000 8.987837 19.564035
2015-03-20T09:55:52 1895.320000 8.993242 3.242812
2015-03-20T09:56:03 1895.170000 8.997312 1.332128
2015-03-20T09:56:08 1891.290000 9.017992 14.889507
2015-03-20T09:56:10 1887.150000 9.029149 20.081436
2015-03-20T09:56:12 1884.070000 9.039703 18.997148
2015-03-20T09:56:14 1879.960000 9.051704 21.601536
2015-03-20T09:56:15 1877.450000 9.058516 24.525877
2015-03-20T09:56:19 1870.710000 9.073749 13.709017
2015-03-20T09:56:20 1868.680000 9.078569 17.353795
2015-03-20T09:56:23 1861.500000 9.090626 14.468838
2015-03-20T09:56:24 1858.710000 9.098038 26.680652
2015-03-20T09:56:27 1851.360000 9.117686 23.578315
2015-03-20T09:56:28 1850.110000 9.123262 20.074293
2015-03-20T09:56:33 1846.530000 9.150366 19.514879
2015-03-20T09:56:43 1846.040000 9.163184 4.614467
2015-03-20T09:56:48 1841.560000 9.180699 12.610522
2015-03-20T09:56:49 1839.960000 9.186120 19.515070
2015-03-20T09:56:52 1833.510000 9.201583 18.555657
2015-03-20T09:56:53 1831.440000 9.206288 16.937491
2015-03-20T09:56:57 1824.870000 9.219051 11.486468
2015-03-20T09:57:00 1821.130000 9.230006 13.146145
2015-03-20T09:57:02 1817.930000 9.235733 10.309446
2015-03-20T09:57:05 1814.130000 9.241988 7.505399
2015-03-20T09:57:07 1810.740000 9.250069 14.546124
2015-03-20T09:57:09 1807.700000 9.252502 4.379180
2015-03-20T09:57:18 1806.330000 9.258261 2.303804
2015-03-20T09:57:22 1802.100000 9.269895 10.470681
2015-03-20T09:57:25 1799.610000 9.278610 10.457422
2015-03-20T09:57:28 1795.090000 9.287274 10.396666
2015-03-20T09:57:30 1791.180000 9.295935 15.589795
2015-03-20T09:57:32 1786.410000 9.305232 16.734932
2015-03-20T09:57:34 1781.950000 9.314278 16.282449
2015-03-20T09:57:36 1778.440000 9.317090 5.061563
2015-03-20T09:57:39 1777.630000 9.319157 2.480717
2015-03-20T09:57:45 1773.720000 9.377459 34.981356
2015-03-20T09:57:46 1773.520000 9.384897 26.775390
2015-03-20T09:57:49 1773.400000 9.394776 11.855489
2015-03-20T09:57:55 1773.200000 9.400015 3.142966
2015-03-20T09:58:13 1773.090000 9.406884 1.373880
2015-03-20T09:58:20 1772.990000 9.408286 0.720791
2015-03-20T09:58:24 1768.970000 9.424370 14.475735
2015-03-20T09:58:25 1767.600000 9.428530 14.975360
2015-03-20T09:58:27 1763.370000 9.440299 21.185167
2015-03-20T09:58:29 1757.940000 9.454813 26.125865
2015-03-20T09:58:32 1750.820000 9.474944 24.157005
2015-03-20T09:58:34 1746.400000 9.484398 17.016345
2015-03-20T09:58:38 1741.440000 9.497149 11.476294
2015-03-20T09:58:40 1739.050000 9.509358 21.975426
2015-03-20T09:58:44 1729.730000 9.536163 24.125079
2015-03-20T09:58:45 1726.530000 9.543100 24.970227
2015-03-20T09:58:46 1722.870000 9.549016 21.298191
2015-03-20T09:58:48 1718.470000 9.559221 18.370109
2015-03-20T09:58:50 1713.860000 9.569139 17.852463
2015-03-20T09:58:52 1709.390000 9.580360 20.197285
2015-03-20T09:58:54 1706.160000 9.590590 18.412796
2015-03-20T09:58:57 1701.640000 9.608245 21.186140
2015-03-20T09:58:58 1699.990000 9.614299 21.796099
2015-03-20T09:59:02 1693.370000 9.638658 21.923014
2015-03-20T09:59:05 1690.160000 9.653135 17.372673
2015-03-20T09:59:10 1687.170000 9.676170 16.585044
2015-03-20T09:59:13 1685.940000 9.684982 10.574677
2015-03-20T09:59:15 1685.710000 9.685635 1.174960
2015-03-20T09:59:40 1685.710000 9.691161 0.795686
2015-03-20T09:59:44 1682.210000 9.710925 17.787512
2015-03-20T09:59:46 1679.800000 9.722462 20.767595
2015-03-20T09:59:48 1677.650000 9.730719 14.861755
2015-03-20T09:59:51 1672.940000 9.744976 17.108369
2015-03-20T09:59:54 1667.690000 9.758338 16.034382
2015-03-20T09:59:56 1663.740000 9.771956 24.512830
2015-03-20T09:59:59 1660.370000 9.784607 15.180901
2015-03-20T10:00:01 1656.090000 9.797820 23.784483
2015-03-20T10:00:02 1654.200000 9.805609 28.040034
2015-03-20T10:00:07 1650.150000 9.836085 21.942444
2015-03-20T10:00:12 1645.630000 9.857754 15.602113
2015-03-20T10:00:16 1640.240000 9.880945 20.871902
2015-03-20T10:00:20 1637.550000 9.898179 15.510122
2015-03-20T10:00:29 1637.710000 9.900129 0.780053
2015-03-20T10:00:33 1633.530000 9.913952 12.441245
2015-03-20T10:00:36 1630.260000 9.926144 14.629411
2015-03-20T10:00:41 1623.650000 9.946094 14.364584
2015-03-20T10:00:43 1619.340000 9.959608 24.324782
2015-03-20T10:00:45 1617.030000 9.971104 20.692336
2015-03-20T10:00:48 1612.200000 9.990610 23.407812
2015-03-20T10:00:50 1608.530000 10.005361 26.550488
2015-03-20T10:00:52 1604.170000 10.020504 27.258491
2015-03-20T10:00:54 1600.000000 10.034854 25.829704
2015-03-20T10:00:56 1595.370000 10.049783 26.872676
2015-03-20T10:00:58 1591.440000 10.067258 31.453484
2015-03-20T10:01:02 1586.710000 10.098152 27.805263
2015-03-20T10:01:04 1583.450000 10.111279 23.627893
2015-03-20T10:01:06 1582.650000 10.122192 19.643575
2015-03-20T10:01:08 1581.020000 10.132588 18.713327
2015-03-20T10:01:13 1575.890000 10.160153 19.846538
2015-03-20T10:01:17 1572.910000 10.173006 11.567598
2015-03-20T10:01:27 1573.190000 10.176956 1.421927
2015-03-20T10:01:36 1573.020000 10.180532 1.430650
2015-03-20T10:01:40 1568.660000 10.196708 14.557872
2015-03-20T10:01:42 1564.510000 10.213932 31.002877
2015-03-20T10:01:44 1560.400000 10.227757 24.885146
2015-03-20T10:01:46 1556.800000 10.243487 28.314221
2015-03-20T10:01:48 1552.390000 10.259155 28.202283
2015-03-20T10:01:52 1543.560000 10.289672 27.465980
2015-03-20T10:01:54 1539.720000 10.300592 19.655072
2015-03-20T10:01:56 1536.220000 10.313569 23.359486
2015-03-20T10:01:57 1534.290000 10.320987 26.702148
2015-03-20T10:02:01 1526.200000 10.356163 31.658989
2015-03-20T10:02:04 1522.950000 10.382985 32.186248
2015-03-20T10:02:07 1519.240000 10.410843 33.429683
2015-03-20T10:02:10 1515.670000 10.436529 30.822445
2015-03-20T10:02:12 1513.200000 10.455627 34.376734
2015-03-20T10:02:18 1509.440000 10.504554 29.356608
2015-03-20T10:02:19 1508.600000 10.512398 28.234918
2015-03-20T10:02:24 1503.980000 10.538217 18.589858
2015-03-20T10:02:27 1499.960000 10.549920 14.044449
2015-03-20T10:02:31 1496.840000 10.554019 3.688615
2015-03-20T10:02:42 1496.090000 10.559743 1.873279
2015-03-20T10:02:49 1495.990000 10.565952 3.193117
2015-03-20T10:02:51 1494.950000 10.574578 15.528017
2015-03-20T10:02:55 1491.100000 10.591211 14.969139
2015-03-20T10:02:59 1482.540000 10.611625 18.372761
2015-03-20T10:03:01 1477.680000 10.624817 23.746449
2015-03-20T10:03:02 1474.970000 10.634987 36.611120
2015-03-20T10:03:05 1468.430000 10.662648 33.193195
2015-03-20T10:03:07 1465.050000 10.684052 38.527316
2015-03-20T10:03:08 1462.740000 10.695422 40.931794
2015-03-20T10:03:11 1459.540000 10.727479 38.468828
2015-03-20T10:03:14 1461.620000 10.743097 18.740499
2015-03-20T10:03:19 1462.650000 10.762457 13.939297
2015-03-20T10:03:28 1461.520000 10.799583 14.850560
2015-03-20T10:03:32 1461.470000 10.820173 18.531103
2015-03-20T10:03:43 1460.380000 10.858433 12.521301
2015-03-20T10:03:44 1459.960000 10.862845 15.885028
2015-03-20T10:03:48 1456.170000 10.885162 20.084817
2015-03-20T10:03:51 1451.860000 10.904395 23.079898
2015-03-20T10:03:54 1447.910000 10.921539 20.572876
2015-03-20T10:03:55 1446.320000 10.928636 25.548809
2015-03-20T10:04:00 1441.350000 10.981686 38.195770
2015-03-20T10:04:06 1436.950000 11.040476 35.274454
2015-03-20T10:04:08 1436.330000 11.054689 25.582952
2015-03-20T10:04:14 1435.190000 11.089385 20.817681
2015-03-20T10:04:22 1433.850000 11.131590 18.992077
2015-03-20T10:04:23 1433.570000 11.135717 14.857588
2015-03-20T10:04:33 1434.070000 11.154049 6.599389
2015-03-20T10:04:36 1434.080000 11.160547 7.798626
2015-03-20T10:04:40 1434.070000 11.165441 4.404054
2015-03-20T10:04:42 1433.940000 11.168626 5.733976
2015-03-20T10:04:46 1432.670000 11.181254 11.364711
2015-03-20T10:04:49 1430.670000 11.200251 22.797104
2015-03-20T10:04:52 1428.580000 11.224352 28.921164
2015-03-20T10:04:57 1428.770000 11.245672 15.350300
2015-03-20T10:05:05 1425.980000 11.258695 5.860255
2015-03-20T10:05:08 1421.930000 11.268817 12.146417
2015-03-20T10:05:11 1418.040000 11.285553 20.083100
2015-03-20T10:05:14 1413.910000 11.302952 20.879353
2015-03-20T10:05:17 1409.740000 11.320268 20.778555
2015-03-20T10:05:20 1406.500000 11.337221 20.344044
2015-03-20T10:05:24 1404.130000 11.341935 4.242409
2015-03-20T10:05:37 1403.970000 11.344968 0.839957
2015-03-20T10:05:44 1400.550000 11.369799 12.770250
2015-03-20T10:05:46 1399.350000 11.380276 18.857250
2015-03-20T10:05:49 1399.050000 11.385731 6.547065
2015-03-20T10:05:58 1397.940000 11.392568 2.734561
2015-03-20T10:06:05 1398.200000 11.402224 4.965993
2015-03-20T10:06:11 1398.200000 11.406340 2.469620
2015-03-20T10:06:15 1396.370000 11.416090 8.775453
2015-03-20T10:06:19 1390.990000 11.435720 17.666757
2015-03-20T10:06:22 1387.600000 11.451702 19.177746
2015-03-20T10:06:26 1382.550000 11.470891 17.270722
2015-03-20T10:06:29 1379.110000 11.478952 9.673245
2015-03-20T10:06:33 1375.050000 11.497978 17.123498
2015-03-20T10:06:34 1373.650000 11.503198 18.791351
2015-03-20T10:06:36 1372.880000 11.510682 13.471103
2015-03-20T10:06:41 1371.870000 11.518921 5.932014
2015-03-20T10:06:45 1371.680000 11.520725 1.623421
2015-03-20T10:06:52 1368.510000 11.548146 14.102371
2015-03-20T10:06:55 1365.400000 11.565497 20.821437
2015-03-20T10:06:57 1362.200000 11.578732 23.822371
2015-03-20T10:06:59 1358.480000 11.592721 25.180806
2015-03-20T10:07:01 1355.790000 11.607138 25.949548
2015-03-20T10:07:05 1351.510000 11.645256 34.306407
2015-03-20T10:07:09 1347.190000 11.672228 24.274730
2015-03-20T10:07:13 1342.170000 11.698096 23.281168
2015-03-20T10:07:17 1337.550000 11.722293 21.776969
2015-03-20T10:07:20 1334.480000 11.741896 23.524413
2015-03-20T10:07:23 1330.550000 11.760045 21.778289
2015-03-20T10:07:24 1329.470000 11.765568 19.881735
2015-03-20T10:07:28 1325.480000 11.794522 26.058609
2015-03-20T10:07:32 1320.470000 11.828975 31.007696
2015-03-20T10:07:38 1318.830000 11.841505 7.518382
2015-03-20T10:07:43 1314.360000 11.868366 19.339794
2015-03-20T10:07:46 1309.930000 11.889889 25.827662
2015-03-20T10:07:47 1309.010000 11.897168 26.204878
2015-03-20T10:07:52 1305.650000 11.928992 22.912958
2015-03-20T10:07:54 1304.930000 11.940886 21.409127
2015-03-20T10:08:00 1301.340000 11.973237 19.410991
2015-03-20T10:08:03 1297.880000 11.989125 19.065334
2015-03-20T10:08:07 1292.740000 12.006517 15.653024
2015-03-20T10:08:10 1289.600000 12.021352 17.801561
2015-03-20T10:08:17 1286.940000 12.037784 8.450580
2015-03-20T10:08:32 1286.660000 12.041623 0.921413
2015-03-20T10:08:38 1286.670000 12.044961 2.002825
2015-03-20T10:08:57 1286.710000 12.053927 1.698892
2015-03-20T10:09:08 1286.670000 12.057362 1.124040
2015-03-20T10:09:16 1286.930000 12.064235 3.092724
2015-03-20T10:09:34 1287.300000 12.068957 0.944557
2015-03-20T10:09:46 1286.510000 12.074696 1.721624
2015-03-20T10:10:03 1286.910000 12.077260 0.542863
2015-03-20T10:10:07 1286.650000 12.082659 4.859143
2015-03-20T10:10:15 1284.150000 12.095561 5.806193
2015-03-20T10:10:27 1281.480000 12.108886 3.997510
2015-03-20T10:10:44 1281.410000 12.110379 0.316150
2015-03-20T10:10:57 1281.170000 12.112306 0.533530
2015-03-20T10:11:00 1281.040000 12.113842 1.843781
2015-03-20T10:11:08 1279.420000 12.132115 8.222624
2015-03-20T10:11:10 1277.860000 12.142023 17.833848
2015-03-20T10:11:12 1276.830000 12.151968 17.901514
2015-03-20T10:11:17 1273.840000 12.178385 19.020204
2015-03-20T10:11:21 1268.890000 12.206545 25.343905
2015-03-20T10:11:24 1264.680000 12.229651 27.727794
2015-03-20T10:11:28 1260.630000 12.258980 26.395632
2015-03-20T10:11:31 1257.160000 12.281221 26.690056
2015-03-20T10:11:34 1254.070000 12.301786 24.677621
2015-03-20T10:11:35 1253.110000 12.309390 27.374031
2015-03-20T10:11:37 1251.190000 12.324309 26.854298
2015-03-20T10:11:41 1247.290000 12.351598 24.560299
2015-03-20T10:11:42 1246.280000 12.358578 25.127455
2015-03-20T10:11:46 1241.080000 12.384406 23.245316
2015-03-20T10:11:50 1235.990000 12.416878 29.224261
2015-03-20T10:11:54 1230.770000 12.452024 31.631515
2015-03-20T10:11:56 1228.190000 12.469724 31.860073
2015-03-20T10:12:01 1224.310000 12.511918 30.380029
2015-03-20T10:12:06 1220.710000 12.540793 20.790061
2015-03-20T10:12:08 1216.420000 12.561312 36.933911
2015-03-20T10:12:11 1211.800000 12.595998 41.623247
2015-03-20T10:12:17 1207.450000 12.646041 30.025799
2015-03-20T10:12:18 1206.790000 12.655250 33.149861
2015-03-20T10:12:21 1204.660000 12.678962 28.454747
2015-03-20T10:12:28 1201.130000 12.739234 30.996858
2015-03-20T10:12:33 1197.620000 12.777617 27.635721
2015-03-20T10:12:35 1196.000000 12.794134 29.731864
2015-03-20T10:12:41 1191.720000 12.846365 31.338447
2015-03-20T10:12:46 1188.030000 12.884689 27.593397
2015-03-20T10:12:50 1185.180000 12.915413 27.651218
2015-03-20T10:12:52 1183.090000 12.929685 25.689938
2015-03-20T10:12:57 1178.900000 12.970706 29.535260
2015-03-20T10:13:01 1175.860000 13.003395 29.419998
2015-03-20T10:13:05 1172.860000 13.038335 31.445974
2015-03-20T10:13:09 1169.290000 13.071096 29.484638
2015-03-20T10:13:11 1167.750000 13.087085 28.780619
2015-03-20T10:13:17 1162.960000 13.137088 30.001813
2015-03-20T10:13:22 1159.810000 13.171191 24.554380
2015-03-20T10:13:28 1155.900000 13.208401 22.326070
2015-03-20T10:13:32 1153.430000 13.239899 28.347447
2015-03-20T10:13:37 1149.360000 13.291158 36.906992
2015-03-20T10:13:41 1145.530000 13.330815 35.690805
2015-03-20T10:13:44 1142.440000 13.357832 32.420831
2015-03-20T10:13:48 1138.120000 13.389226 28.254305
2015-03-20T10:13:49 1137.080000 13.394712 19.749069
2015-03-20T10:13:53 1135.080000 13.418084 21.035061
2015-03-20T10:13:56 1134.830000 13.427133 10.858794

