# time(ISO) elevation(m) distance(km) velocity(km/h)
2015-03-20T07:23:03 1679.720000 4.803278 2.292036
2015-03-20T07:23:14 1681.970000 4.809978 2.192459
2015-03-20T07:23:15 1682.190000 4.811157 4.245041
2015-03-20T07:23:26 1684.520000 4.818133 2.283286
2015-03-20T07:23:34 1686.250000 4.823036 2.206100
2015-03-20T07:23:47 1689.020000 4.830406 2.041007
2015-03-20T07:24:00 1691.930000 4.839502 2.518927
2015-03-20T07:24:11 1694.630000 4.843722 1.381119
2015-03-20T07:24:27 1697.710000 4.854129 2.341484
2015-03-20T07:24:45 1700.680000 4.866424 2.459066
2015-03-20T07:25:00 1700.350000 4.872442 1.444262
2015-03-20T07:25:15 1700.460000 4.876649 1.009690
2015-03-20T07:25:17 1700.610000 4.878287 2.948411
2015-03-20T07:25:53 1699.830000 4.880526 0.223896
2015-03-20T07:26:12 1700.370000 4.888337 1.479954
2015-03-20T07:26:15 1700.440000 4.891400 3.675876
2015-03-20T07:26:44 1700.480000 4.899179 0.965618
2015-03-20T07:27:00 1703.740000 4.908412 2.077591
2015-03-20T07:27:09 1706.980000 4.915655 2.896958
2015-03-20T07:27:11 1707.340000 4.917128 2.651290
2015-03-20T07:27:21 1709.700000 4.926223 3.274357
2015-03-20T07:27:26 1711.060000 4.929760 2.546151
2015-03-20T07:27:31 1711.420000 4.933833 2.932734
2015-03-20T07:27:36 1713.430000 4.936370 1.826994
2015-03-20T07:27:43 1715.350000 4.940966 2.363605
2015-03-20T07:27:46 1715.990000 4.944990 4.828099
2015-03-20T07:27:48 1716.290000 4.946882 3.406479
2015-03-20T07:27:52 1717.060000 4.949732 2.564616
2015-03-20T07:28:00 1718.640000 4.955620 2.649718
2015-03-20T07:28:05 1719.610000 4.960443 3.472404
2015-03-20T07:28:09 1720.570000 4.965220 4.299249
2015-03-20T07:28:20 1723.270000 4.973542 2.723748
2015-03-20T07:28:32 1726.360000 4.976474 0.879668
2015-03-20T07:28:41 1728.870000 4.981921 2.178524
2015-03-20T07:28:52 1732.010000 4.988732 2.228985
2015-03-20T07:29:02 1734.500000 4.998429 3.491202
2015-03-20T07:29:15 1737.510000 5.006160 2.140822
2015-03-20T07:29:29 1740.550000 5.015854 2.492814
2015-03-20T07:29:41 1743.680000 5.024473 2.585458
2015-03-20T07:29:53 1746.710000 5.033411 2.681533
2015-03-20T07:30:09 1749.780000 5.044157 2.417807
2015-03-20T07:30:25 1752.820000 5.053213 2.037686
2015-03-20T07:30:41 1755.930000 5.060052 1.538824
2015-03-20T07:30:53 1758.960000 5.071163 3.333182
2015-03-20T07:31:11 1762.050000 5.084349 2.637185
2015-03-20T07:31:28 1765.300000 5.096356 2.542699
2015-03-20T07:31:41 1768.540000 5.103093 1.865548
2015-03-20T07:31:58 1771.540000 5.114402 2.394933
2015-03-20T07:32:02 1772.570000 5.118651 3.823903
2015-03-20T07:32:18 1774.640000 5.137009 4.130626
2015-03-20T07:32:26 1775.990000 5.145680 3.901944
2015-03-20T07:32:43 1777.220000 5.165515 4.200203
2015-03-20T07:33:01 1776.690000 5.172858 1.468720
2015-03-20T07:33:15 1777.020000 5.177133 1.099151
2015-03-20T07:33:36 1778.800000 5.185553 1.443473
2015-03-20T07:33:54 1781.910000 5.200256 2.940678
2015-03-20T07:34:05 1782.700000 5.208625 2.738795
2015-03-20T07:34:08 1782.610000 5.213087 5.354771
2015-03-20T07:34:17 1778.700000 5.235480 8.957186
2015-03-20T07:34:29 1778.560000 5.236897 0.425050
2015-03-20T07:34:34 1779.920000 5.241993 3.669326
2015-03-20T07:34:47 1782.080000 5.253883 3.292488
2015-03-20T07:34:53 1782.850000 5.261467 4.550409
2015-03-20T07:35:06 1786.220000 5.273731 3.396208
2015-03-20T07:35:20 1789.400000 5.284254 2.705962
2015-03-20T07:35:35 1792.680000 5.300810 3.973476
2015-03-20T07:35:50 1795.750000 5.314971 3.398639
2015-03-20T07:36:05 1798.770000 5.326069 2.663378
2015-03-20T07:36:25 1801.850000 5.344481 3.314212
2015-03-20T07:36:43 1805.010000 5.360570 3.217852
2015-03-20T07:37:00 1808.190000 5.374339 2.915654
2015-03-20T07:37:19 1811.230000 5.388051 2.598228
2015-03-20T07:37:35 1814.720000 5.399658 2.611509
2015-03-20T07:37:37 1815.420000 5.401591 3.479938
2015-03-20T07:37:41 1815.990000 5.405647 3.650154
2015-03-20T07:37:46 1817.240000 5.409331 2.652208
2015-03-20T07:37:56 1819.600000 5.413848 1.626332
2015-03-20T07:38:11 1822.990000 5.420947 1.703578
2015-03-20T07:38:29 1826.180000 5.433370 2.484631
2015-03-20T07:38:51 1828.200000 5.444804 1.871010
2015-03-20T07:39:09 1830.390000 5.453094 1.658114
2015-03-20T07:39:26 1833.320000 5.465033 2.528270
2015-03-20T07:39:36 1835.690000 5.473799 3.155572
2015-03-20T07:39:42 1836.960000 5.478682 2.930153
2015-03-20T07:39:48 1838.180000 5.482841 2.495188
2015-03-20T07:40:04 1841.470000 5.493066 2.300502
2015-03-20T07:40:07 1842.210000 5.495479 2.896374
2015-03-20T07:40:20 1844.860000 5.504832 2.589997
2015-03-20T07:40:31 1847.270000 5.512967 2.662442
2015-03-20T07:40:42 1849.740000 5.520214 2.371644
2015-03-20T07:40:44 1850.100000 5.521569 2.439150
2015-03-20T07:40:55 1852.560000 5.527161 1.830073
2015-03-20T07:40:56 1852.790000 5.527588 1.537951
2015-03-20T07:41:08 1854.890000 5.537364 2.932799
2015-03-20T07:41:18 1856.910000 5.543114 2.070104
2015-03-20T07:41:29 1859.540000 5.549768 2.177615
2015-03-20T07:41:40 1861.840000 5.556535 2.214459
2015-03-20T07:41:54 1864.690000 5.567668 2.862861
2015-03-20T07:42:10 1867.870000 5.576352 1.953844
2015-03-20T07:42:32 1870.070000 5.587924 1.893659
2015-03-20T07:42:47 1873.260000 5.596756 2.119714
2015-03-20T07:43:05 1876.320000 5.605235 1.695750
2015-03-20T07:43:21 1879.150000 5.621672 3.698259
2015-03-20T07:43:36 1882.020000 5.634656 3.116177
2015-03-20T07:43:51 1885.090000 5.642425 1.864574
2015-03-20T07:44:07 1888.250000 5.652127 2.182930
2015-03-20T07:44:23 1890.570000 5.660834 1.959104
2015-03-20T07:44:43 1893.030000 5.669530 1.565376
2015-03-20T07:45:01 1896.100000 5.683134 2.720784
2015-03-20T07:45:08 1897.690000 5.691627 4.367821
2015-03-20T07:45:20 1900.050000 5.696589 1.488613
2015-03-20T07:45:23 1900.880000 5.698116 1.832436
2015-03-20T07:45:40 1904.310000 5.710250 2.569415
2015-03-20T07:45:58 1907.380000 5.719938 1.937653
2015-03-20T07:46:15 1910.520000 5.725919 1.266595
2015-03-20T07:46:28 1913.560000 5.733679 2.148816
2015-03-20T07:46:41 1916.660000 5.747382 3.794885
2015-03-20T07:46:57 1919.730000 5.752130 1.068279
2015-03-20T07:47:19 1922.370000 5.763900 1.925879
2015-03-20T07:47:36 1925.410000 5.775351 2.424963
2015-03-20T07:47:53 1928.600000 5.788796 2.847228
2015-03-20T07:48:01 1930.050000 5.792936 1.863139
2015-03-20T07:48:15 1933.520000 5.810142 4.424403
2015-03-20T07:48:29 1936.510000 5.813985 0.988035
2015-03-20T07:48:34 1937.740000 5.815147 0.837043
2015-03-20T07:48:57 1941.200000 5.826834 1.829246
2015-03-20T07:49:11 1944.250000 5.835466 2.219533
2015-03-20T07:49:27 1947.370000 5.841616 1.383907
2015-03-20T07:49:32 1948.450000 5.842250 0.455978
2015-03-20T07:49:42 1950.250000 5.846296 1.456809
2015-03-20T07:49:52 1952.690000 5.854752 3.044104
2015-03-20T07:50:03 1953.900000 5.860155 1.768300
2015-03-20T07:50:15 1955.990000 5.866618 1.938940
2015-03-20T07:50:25 1957.740000 5.872351 2.063675
2015-03-20T07:50:37 1960.400000 5.880314 2.389039
2015-03-20T07:50:50 1962.520000 5.885584 1.459154
2015-03-20T07:51:02 1965.050000 5.889473 1.166921
2015-03-20T07:51:06 1965.580000 5.891808 2.101331
2015-03-20T07:51:12 1966.110000 5.893972 1.298416
2015-03-20T07:51:22 1967.550000 5.901357 2.658435
2015-03-20T07:51:38 1969.470000 5.909989 1.942372
2015-03-20T07:51:49 1970.190000 5.911199 0.395770
2015-03-20T07:51:56 1970.870000 5.914192 1.539492
2015-03-20T07:52:11 1973.900000 5.919526 1.280044
2015-03-20T07:52:25 1975.600000 5.926658 1.834076
2015-03-20T07:52:40 1976.220000 5.933217 1.574162
2015-03-20T07:53:05 1979.410000 5.937197 0.573032
2015-03-20T07:53:29 1979.800000 5.939825 0.394323
2015-03-20T07:53:46 1976.620000 5.945255 1.149804
2015-03-20T07:54:05 1975.830000 5.958871 2.579927
2015-03-20T07:54:38 1976.180000 5.961933 0.334018
2015-03-20T07:54:50 1976.150000 5.967418 1.645493
2015-03-20T07:54:53 1976.460000 5.970378 3.552126
2015-03-20T07:55:03 1977.470000 5.978269 2.840676
2015-03-20T07:55:32 1979.160000 5.994476 2.011869
2015-03-20T07:55:54 1979.360000 5.997481 0.491762
2015-03-20T07:56:13 1978.850000 6.001423 0.746876
2015-03-20T07:56:22 1977.680000 6.003604 0.872399
2015-03-20T07:56:44 1979.730000 6.008209 0.753549
2015-03-20T07:57:11 1979.520000 6.010782 0.343085
2015-03-20T07:57:39 1979.350000 6.013528 0.353082
2015-03-20T07:58:11 1979.820000 6.017126 0.404726
2015-03-20T07:58:45 1979.800000 6.019795 0.282627
2015-03-20T07:59:14 1979.580000 6.021933 0.265368
2015-03-20T07:59:46 1979.520000 6.024285 0.264647
2015-03-20T08:00:16 1979.230000 6.025468 0.141893
2015-03-20T08:00:45 1979.240000 6.029508 0.501540
2015-03-20T08:01:03 1979.690000 6.033146 0.727586
2015-03-20T08:01:31 1979.660000 6.037334 0.538553
2015-03-20T08:01:54 1979.160000 6.040490 0.493916
2015-03-20T08:02:26 1979.150000 6.044032 0.398457
2015-03-20T08:02:55 1979.160000 6.047901 0.480319
2015-03-20T08:03:18 1979.060000 6.049318 0.221762
2015-03-20T08:03:51 1979.050000 6.052152 0.309149
2015-03-20T08:04:19 1978.890000 6.055146 0.384938
2015-03-20T08:04:29 1978.690000 6.055446 0.108229
2015-03-20T08:04:55 1978.510000 6.058122 0.370448
2015-03-20T08:05:21 1978.100000 6.058918 0.110290
2015-03-20T08:05:50 1978.800000 6.060616 0.210765
2015-03-20T08:06:12 1978.590000 6.062342 0.282493
2015-03-20T08:06:45 1978.690000 6.066397 0.442318
2015-03-20T08:07:15 1978.510000 6.071487 0.610783
2015-03-20T08:07:44 1978.410000 6.075420 0.488211
2015-03-20T08:08:10 1978.430000 6.078188 0.383340
2015-03-20T08:08:41 1978.380000 6.081462 0.380211
2015-03-20T08:09:08 1978.730000 6.084164 0.360226
2015-03-20T08:09:35 1978.340000 6.086483 0.309129
2015-03-20T08:10:04 1978.810000 6.088629 0.266501
2015-03-20T08:10:29 1978.850000 6.090446 0.261560
2015-03-20T08:10:58 1979.240000 6.091729 0.159269
2015-03-20T08:11:13 1978.950000 6.094106 0.570592
2015-03-20T08:11:39 1980.440000 6.102973 1.227751
2015-03-20T08:12:04 1983.010000 6.108400 0.781504
2015-03-20T08:12:25 1985.770000 6.115539 1.223702
2015-03-20T08:12:45 1988.860000 6.120981 0.979685
2015-03-20T08:13:08 1991.910000 6.124356 0.528190
2015-03-20T08:13:33 1995.070000 6.129270 0.707569
2015-03-20T08:13:53 1997.490000 6.133748 0.806121
2015-03-20T08:14:12 2000.370000 6.139129 1.019546
2015-03-20T08:14:29 2003.470000 6.144170 1.067586
2015-03-20T08:14:48 2006.470000 6.147957 0.717458
2015-03-20T08:15:15 2008.280000 6.151658 0.493424
2015-03-20T08:15:34 2010.810000 6.158395 1.276561
2015-03-20T08:16:02 2012.040000 6.162634 0.545011
2015-03-20T08:16:28 2014.000000 6.171521 1.230546
2015-03-20T08:16:46 2017.040000 6.178212 1.338089
2015-03-20T08:17:12 2020.000000 6.189143 1.513557
2015-03-20T08:17:33 2023.120000 6.196427 1.248721
2015-03-20T08:17:57 2026.210000 6.204633 1.230858
2015-03-20T08:18:20 2029.200000 6.208604 0.621497
2015-03-20T08:18:48 2032.060000 6.217110 1.093662
2015-03-20T08:19:08 2035.200000 6.221319 0.757672
2015-03-20T08:19:30 2038.240000 6.222999 0.274905
2015-03-20T08:19:53 2041.260000 6.226039 0.475763
2015-03-20T08:19:57 2041.630000 6.227819 1.602333
2015-03-20T08:20:24 2044.890000 6.242942 2.016333
2015-03-20T08:20:48 2046.550000 6.245323 0.357221
2015-03-20T08:21:15 2046.400000 6.248055 0.364270
2015-03-20T08:21:34 2043.270000 6.258630 2.003777
2015-03-20T08:21:47 2040.150000 6.272575 3.861685
2015-03-20T08:22:10 2039.610000 6.276510 0.615831
2015-03-20T08:22:30 2037.680000 6.287359 1.952811
2015-03-20T08:22:39 2037.480000 6.291250 1.556492
2015-03-20T08:23:03 2037.690000 6.300310 1.359055
2015-03-20T08:23:35 2038.630000 6.301798 0.167369
2015-03-20T08:24:00 2040.770000 6.307346 0.798866
2015-03-20T08:24:20 2042.530000 6.308789 0.259683
2015-03-20T08:24:46 2043.450000 6.319344 1.461529
2015-03-20T08:25:09 2046.450000 6.324185 0.757772
2015-03-20T08:25:34 2049.230000 6.330372 0.890875
2015-03-20T08:25:53 2052.420000 6.336923 1.241316
2015-03-20T08:26:09 2055.480000 6.340184 0.733554
2015-03-20T08:26:29 2058.650000 6.341975 0.322424
2015-03-20T08:26:48 2058.950000 6.343501 0.289112
2015-03-20T08:27:07 2061.970000 6.354323 2.050461
2015-03-20T08:27:25 2064.990000 6.364022 1.939874
2015-03-20T08:27:29 2065.330000 6.366468 2.201025
2015-03-20T08:27:52 2067.930000 6.370510 0.632667
2015-03-20T08:28:11 2068.420000 6.376199 1.077982
2015-03-20T08:28:29 2071.440000 6.388404 2.440970
2015-03-20T08:28:49 2074.480000 6.402094 2.464319
2015-03-20T08:29:11 2077.250000 6.408561 1.058164
2015-03-20T08:29:32 2079.150000 6.417787 1.581631
2015-03-20T08:29:52 2081.850000 6.423470 1.022858
2015-03-20T08:30:14 2084.940000 6.432622 1.497679
2015-03-20T08:30:32 2088.130000 6.440194 1.514448
2015-03-20T08:30:54 2091.170000 6.446643 1.055139
2015-03-20T08:31:13 2094.290000 6.447718 0.203815
2015-03-20T08:31:43 2096.130000 6.449582 0.223655
2015-03-20T08:32:01 2099.340000 6.455817 1.246941
2015-03-20T08:32:23 2102.400000 6.466109 1.684128
2015-03-20T08:32:42 2105.480000 6.468917 0.532020
2015-03-20T08:33:05 2108.000000 6.471450 0.396566
2015-03-20T08:33:35 2109.120000 6.479268 0.938133
2015-03-20T08:33:55 2110.410000 6.490345 1.993918
2015-03-20T08:34:14 2112.190000 6.494423 0.772711
2015-03-20T08:34:46 2112.420000 6.499121 0.528484
2015-03-20T08:35:09 2112.210000 6.509102 1.562176
2015-03-20T08:35:31 2113.210000 6.519390 1.683551
2015-03-20T08:35:44 2112.860000 6.522234 0.787670
2015-03-20T08:35:46 2113.040000 6.523831 2.874412
2015-03-20T08:36:17 2113.300000 6.527286 0.401141
2015-03-20T08:36:32 2113.410000 6.527950 0.159560
2015-03-20T08:37:00 2112.620000 6.533006 0.649995
2015-03-20T08:37:22 2113.940000 6.548742 2.575021
2015-03-20T08:37:43 2116.560000 6.558245 1.629091
2015-03-20T08:37:55 2118.070000 6.559775 0.458876
2015-03-20T08:38:21 2121.440000 6.564742 0.687731
2015-03-20T08:38:43 2124.460000 6.571470 1.101062
2015-03-20T08:39:05 2127.510000 6.574283 0.460213
2015-03-20T08:39:31 2128.860000 6.580944 0.922304
2015-03-20T08:39:35 2128.590000 6.582322 1.240711
2015-03-20T08:40:00 2131.670000 6.594650 1.775114
2015-03-20T08:40:29 2131.550000 6.598287 0.451528
2015-03-20T08:40:40 2130.500000 6.602909 1.512550
2015-03-20T08:41:03 2133.500000 6.608044 0.803834
2015-03-20T08:41:26 2134.480000 6.614909 1.074479
2015-03-20T08:41:47 2137.200000 6.622437 1.290558
2015-03-20T08:42:10 2138.570000 6.626719 0.670177
2015-03-20T08:42:34 2139.920000 6.629795 0.461447
2015-03-20T08:42:57 2140.500000 6.630779 0.153938
2015-03-20T08:43:17 2143.100000 6.634687 0.703585
2015-03-20T08:43:41 2146.020000 6.639441 0.712964
2015-03-20T08:44:08 2148.110000 6.645093 0.753639
2015-03-20T08:44:32 2149.690000 6.652272 1.076867
2015-03-20T08:44:46 2151.070000 6.656065 0.975239
2015-03-20T08:45:09 2154.280000 6.660883 0.754263
2015-03-20T08:45:37 2157.350000 6.662621 0.223413
2015-03-20T08:45:43 2158.520000 6.663417 0.477315
2015-03-20T08:46:11 2161.880000 6.669817 0.822956
2015-03-20T08:46:37 2164.700000 6.674386 0.632506
2015-03-20T08:46:59 2166.570000 6.679731 0.874669
2015-03-20T08:47:05 2167.510000 6.682648 1.750380
2015-03-20T08:47:29 2169.610000 6.684150 0.225351
2015-03-20T08:47:49 2172.030000 6.692655 1.530770
2015-03-20T08:48:08 2175.120000 6.700347 1.457407
2015-03-20T08:48:28 2178.180000 6.707981 1.374270
2015-03-20T08:48:53 2180.470000 6.715948 1.147188
2015-03-20T08:49:23 2180.490000 6.716138 0.022747
2015-03-20T08:49:54 2181.530000 6.720361 0.490429
2015-03-20T08:50:22 2184.160000 6.725721 0.689126
2015-03-20T08:50:49 2185.240000 6.729315 0.479301
2015-03-20T08:51:11 2186.890000 6.731132 0.297290
2015-03-20T08:51:19 2187.120000 6.733342 0.994667
2015-03-20T08:51:40 2188.790000 6.737318 0.681559
2015-03-20T08:52:03 2190.180000 6.741324 0.627009
2015-03-20T08:52:15 2189.160000 6.744170 0.853817
2015-03-20T08:52:18 2189.140000 6.745742 1.886092
2015-03-20T08:52:44 2190.220000 6.750707 0.687501
2015-03-20T08:53:12 2191.260000 6.759575 1.140140
2015-03-20T08:53:32 2193.730000 6.771835 2.206889
2015-03-20T08:53:49 2196.220000 6.775469 0.769554
2015-03-20T08:54:11 2199.570000 6.781978 1.065036
2015-03-20T08:54:37 2201.790000 6.784658 0.371014
2015-03-20T08:55:02 2204.370000 6.792049 1.064383
2015-03-20T08:55:30 2205.970000 6.796708 0.598995
2015-03-20T08:55:57 2207.900000 6.799703 0.399344
2015-03-20T08:56:21 2209.690000 6.807222 1.127868
2015-03-20T08:56:26 2208.940000 6.808607 0.996980
2015-03-20T08:56:50 2205.900000 6.820758 1.822751
2015-03-20T08:57:05 2205.620000 6.826985 1.494299
2015-03-20T08:57:09 2205.290000 6.828231 1.121184
2015-03-20T08:57:36 2205.780000 6.834915 0.891200
2015-03-20T08:58:03 2206.620000 6.844983 1.342504
2015-03-20T08:58:28 2207.300000 6.854320 1.344464
2015-03-20T08:58:47 2208.400000 6.863846 1.804921
2015-03-20T08:59:04 2209.050000 6.866658 0.595617
2015-03-20T08:59:32 2211.480000 6.871080 0.568422
2015-03-20T08:59:59 2211.660000 6.877689 0.881251
2015-03-20T09:00:21 2211.950000 6.882141 0.728490
2015-03-20T09:00:56 2213.940000 6.892507 1.066190
2015-03-20T09:01:02 2214.040000 6.897312 2.883036
2015-03-20T09:01:14 2215.270000 6.901298 1.195813
2015-03-20T09:01:32 2216.800000 6.905821 0.904650
2015-03-20T09:01:52 2218.240000 6.907526 0.306950
2015-03-20T09:02:14 2219.260000 6.909863 0.382399
2015-03-20T09:02:38 2219.650000 6.914787 0.738628
2015-03-20T09:03:00 2219.600000 6.916372 0.259285
2015-03-20T09:03:32 2220.920000 6.921373 0.562622
2015-03-20T09:04:09 2222.340000 6.929155 0.757169
2015-03-20T09:04:37 2223.500000 6.935707 0.842424
2015-03-20T09:05:06 2223.810000 6.939363 0.453849
2015-03-20T09:05:36 2224.270000 6.940747 0.166098
2015-03-20T09:06:02 2226.360000 6.943286 0.351559
2015-03-20T09:06:31 2226.770000 6.947836 0.564789
2015-03-20T09:06:38 2227.530000 6.948994 0.595728
2015-03-20T09:06:41 2227.870000 6.950796 2.162590
2015-03-20T09:07:07 2231.030000 6.954177 0.468022
2015-03-20T09:07:32 2231.800000 6.958144 0.571361
2015-03-20T09:08:00 2232.810000 6.961180 0.390273
2015-03-20T09:08:02 2232.870000 6.962395 2.187261
2015-03-20T09:08:26 2235.300000 6.969065 1.000513
2015-03-20T09:08:52 2237.510000 6.972410 0.463201
2015-03-20T09:09:15 2238.460000 6.974416 0.313871
2015-03-20T09:09:38 2241.630000 6.978903 0.702342
2015-03-20T09:10:02 2243.720000 6.983739 0.725440
2015-03-20T09:10:08 2243.950000 6.984620 0.528677
2015-03-20T09:10:16 2244.260000 6.989406 2.153600
2015-03-20T09:10:44 2246.420000 6.993381 0.511047
2015-03-20T09:10:48 2246.700000 6.996182 2.520903
2015-03-20T09:11:15 2249.440000 6.997963 0.237428
2015-03-20T09:11:44 2250.650000 7.001214 0.403584
2015-03-20T09:11:47 2251.170000 7.002102 1.066378
2015-03-20T09:12:15 2254.310000 7.012773 1.371928
2015-03-20T09:12:24 2255.550000 7.013443 0.268226
2015-03-20T09:12:55 2258.410000 7.017394 0.458819
2015-03-20T09:13:20 2259.780000 7.025228 1.127982
2015-03-20T09:13:42 2262.250000 7.036131 1.784142
2015-03-20T09:14:05 2262.560000 7.046845 1.676953
2015-03-20T09:14:28 2265.270000 7.057636 1.689029
2015-03-20T09:14:51 2265.240000 7.060116 0.388211
2015-03-20T09:15:23 2265.620000 7.063552 0.386567
2015-03-20T09:15:50 2266.330000 7.071518 1.062139
2015-03-20T09:16:17 2266.140000 7.079133 1.015327
2015-03-20T09:16:49 2266.000000 7.083256 0.463857
2015-03-20T09:17:15 2266.330000 7.085854 0.359665
2015-03-20T09:17:44 2266.150000 7.087637 0.221433
2015-03-20T09:18:07 2266.480000 7.088445 0.126321
2015-03-20T09:18:34 2266.610000 7.089970 0.203337
2015-03-20T09:19:00 2265.780000 7.093429 0.478955
2015-03-20T09:19:24 2265.760000 7.095273 0.276651
2015-03-20T09:19:51 2265.570000 7.095729 0.060780
2015-03-20T09:20:17 2265.760000 7.096493 0.105863
2015-03-20T09:20:44 2265.620000 7.097672 0.157209
2015-03-20T09:21:11 2266.390000 7.099595 0.256350
2015-03-20T09:21:33 2266.550000 7.100864 0.207585
2015-03-20T09:21:37 2266.690000 7.101611 0.672307
2015-03-20T09:22:06 2265.990000 7.102565 0.118431
2015-03-20T09:22:26 2266.540000 7.103096 0.095587
2015-03-20T09:22:57 2265.500000 7.105360 0.262968
2015-03-20T09:23:28 2265.560000 7.106433 0.124539
2015-03-20T09:23:58 2265.640000 7.106794 0.043354
2015-03-20T09:24:33 2265.450000 7.107873 0.111004
2015-03-20T09:25:04 2265.470000 7.111718 0.446448
2015-03-20T09:25:33 2265.480000 7.115948 0.525187
2015-03-20T09:26:06 2265.670000 7.119468 0.383951
2015-03-20T09:26:29 2265.580000 7.120417 0.148565
2015-03-20T09:26:58 2265.880000 7.122767 0.291777
2015-03-20T09:27:32 2265.690000 7.124669 0.201395
2015-03-20T09:28:04 2265.590000 7.127778 0.349769
2015-03-20T09:28:35 2265.670000 7.130019 0.260188
2015-03-20T09:29:04 2265.690000 7.130502 0.060015
2015-03-20T09:29:32 2266.800000 7.133978 0.446833
2015-03-20T09:29:56 2265.270000 7.138241 0.639502
2015-03-20T09:29:58 2265.440000 7.138757 0.928703
2015-03-20T09:30:23 2265.910000 7.141744 0.430123
2015-03-20T09:30:48 2266.600000 7.145063 0.477895
2015-03-20T09:31:12 2266.720000 7.148607 0.531672
2015-03-20T09:31:25 2266.440000 7.151951 0.926032
2015-03-20T09:31:49 2266.430000 7.153493 0.231325
2015-03-20T09:32:18 2266.600000 7.156193 0.335074
2015-03-20T09:32:41 2266.380000 7.156450 0.040228
2015-03-20T09:33:07 2265.680000 7.157531 0.149779
2015-03-20T09:33:15 2265.640000 7.159186 0.744629
2015-03-20T09:33:36 2266.290000 7.162160 0.509896
2015-03-20T09:34:06 2266.360000 7.164594 0.292047
2015-03-20T09:34:33 2266.330000 7.166714 0.282690
2015-03-20T09:35:07 2266.430000 7.167740 0.108631
2015-03-20T09:35:32 2266.780000 7.169762 0.291183
2015-03-20T09:36:00 2266.170000 7.171231 0.188781
2015-03-20T09:36:31 2266.380000 7.172801 0.182378
2015-03-20T09:36:59 2266.310000 7.175359 0.328836
2015-03-20T09:37:31 2266.030000 7.177588 0.250754
2015-03-20T09:37:53 2266.900000 7.179311 0.281907
2015-03-20T09:38:20 2266.510000 7.180432 0.149590
2015-03-20T09:38:50 2266.710000 7.185046 0.553622
2015-03-20T09:39:16 2266.790000 7.185978 0.129073
2015-03-20T09:39:36 2266.510000 7.189217 0.583009
2015-03-20T09:39:55 2266.510000 7.190064 0.160475
2015-03-20T09:40:20 2266.770000 7.193285 0.463802
2015-03-20T09:40:55 2266.230000 7.193765 0.049424
2015-03-20T09:41:31 2266.420000 7.196390 0.262429
2015-03-20T09:42:04 2266.030000 7.201838 0.594308
2015-03-20T09:42:36 2266.390000 7.202946 0.124657
2015-03-20T09:43:06 2266.600000 7.207833 0.586471
2015-03-20T09:43:38 2266.330000 7.208946 0.125207
2015-03-20T09:44:03 2266.440000 7.211447 0.360107
2015-03-20T09:44:29 2266.720000 7.212719 0.176192
2015-03-20T09:44:43 2266.920000 7.214497 0.457120
2015-03-20T09:45:07 2266.710000 7.216399 0.285356
2015-03-20T09:45:36 2266.890000 7.221814 0.672185
2015-03-20T09:45:53 2266.170000 7.228368 1.387887
2015-03-20T09:45:57 2262.790000 7.236168 7.019716
2015-03-20T09:46:02 2258.630000 7.242485 4.548621
2015-03-20T09:46:05 2252.170000 7.257984 18.598575
2015-03-20T09:46:06 2249.300000 7.262101 14.822645
2015-03-20T09:46:08 2242.050000 7.275084 23.369739
2015-03-20T09:46:09 2238.330000 7.282115 25.310453
2015-03-20T09:46:10 2233.820000 7.291958 35.433734
2015-03-20T09:46:11 2229.400000 7.301520 34.424860
2015-03-20T09:46:12 2225.620000 7.311251 35.029356
2015-03-20T09:46:15 2215.560000 7.344712 40.153998
2015-03-20T09:46:17 2210.840000 7.367250 40.567960
2015-03-20T09:46:19 2210.160000 7.384329 30.741201
2015-03-20T09:46:22 2209.820000 7.397678 16.018822
2015-03-20T09:46:24 2209.610000 7.403931 11.256163
2015-03-20T09:46:29 2205.120000 7.422054 13.048854
2015-03-20T09:46:32 2203.720000 7.427729 6.809612
2015-03-20T09:46:48 2203.210000 7.432236 1.013975
2015-03-20T09:47:10 2202.730000 7.438059 0.952837
2015-03-20T09:47:14 2199.250000 7.445615 6.801214
2015-03-20T09:47:44 2199.230000 7.448554 0.352642
2015-03-20T09:48:14 2198.970000 7.452626 0.488581
2015-03-20T09:48:30 2199.000000 7.453819 0.268570
2015-03-20T09:48:33 2197.630000 7.462074 9.906038
2015-03-20T09:48:35 2195.770000 7.471567 17.087021
2015-03-20T09:48:39 2191.040000 7.490786 17.297385
2015-03-20T09:48:41 2186.210000 7.504643 24.941963
2015-03-20T09:48:42 2183.170000 7.510553 21.277319
2015-03-20T09:48:45 2172.640000 7.531192 24.765931
2015-03-20T09:48:46 2168.870000 7.539881 31.281429
2015-03-20T09:48:47 2164.630000 7.551504 41.844514
2015-03-20T09:48:48 2160.470000 7.561278 35.186289
2015-03-20T09:48:49 2156.450000 7.573384 43.580650
2015-03-20T09:48:50 2152.530000 7.581351 28.680625
2015-03-20T09:48:51 2148.490000 7.590363 32.442491
2015-03-20T09:48:53 2141.610000 7.604045 24.627874
2015-03-20T09:48:54 2137.530000 7.611697 27.546391
2015-03-20T09:48:55 2134.010000 7.618964 26.162575
2015-03-20T09:48:56 2130.020000 7.625368 23.053609
2015-03-20T09:48:58 2122.210000 7.641967 29.878775
